CCX1,CCX2,CCX3,CCY1,CCY2,CCY3,CCZ1,CCZ2,CCZ3,Country Code,year
-0.6231790909657349,-0.18982311191636786,0.058005713451552664,-0.6677574913122724,-1.1467935813727947,0.1197686415367155,-1.932486533991649,0.786443517662015,0.8804655911009021,USA,2003.0
-0.43874121779111835,-0.9781405836455987,0.11631255612353068,-0.861754308438786,-1.3158594469241371,-1.8056302165680609,-1.4866629231927357,0.10413380204635984,1.005078457292157,USA,2004.0
-0.5933468544245076,-0.8706181064732843,0.23754398653963768,-0.1524964467798882,0.008329978564313759,-0.10850206629879706,-1.5653354882124142,1.2872648059782947,0.6004777754991275,USA,2005.0
-0.15938673051999616,1.072363625491915,-0.20957808978819759,0.4015176529461857,0.17434121289042787,-0.3486940404680113,-0.8360526461784086,1.3356912977188182,0.6622413095661042,USA,2006.0
-0.2955025485530833,0.4013312554137936,0.09577755310249278,-0.03469256151139071,1.3879253450251026,0.8625009327828977,-0.5795148668574734,1.7636190639853402,0.47932483581748664,USA,2007.0
-1.3313190340234693,0.08309364975017486,1.1046563227677133,-1.7789553270972804,0.15578496709312964,-1.2715584932259691,-0.4337354791270272,1.3404307811429053,0.85813624379925,USA,2008.0
-1.052447634020259,-0.7969107972494516,0.7197191815094487,-1.519954131008877,-0.7585485773044139,0.6131571455400271,-0.6333912954816392,1.0342135684736662,0.9486655590967653,USA,2009.0
-1.082612098939329,-1.39995585649087,0.5850559160622071,-0.8242823202293543,-0.04871946659551356,-2.2418054004434924,-0.5059462787392909,-0.8431052409755897,1.263178471963568,USA,2010.0
-1.2285310738613522,-0.3075710182103733,0.7927161453749925,-0.605946149248784,1.25873129407872,0.5308484971528746,-0.428387039009049,-0.5032462475793549,1.062070340081822,USA,2011.0
0.21452545375120038,1.9634506395006215,-0.31880554080604995,1.3210568898433888,2.1420151979599313,-0.05069949569285041,0.12865843338499316,-0.9264699984508582,0.613686509278464,USA,2012.0
-1.0939134632050493,0.16495071587861335,1.1038242643170753,-1.0048541388698478,0.04527694051490776,-0.5171159322090806,-0.21822461614574418,0.07919120301921667,0.4561316596647833,USA,2013.0
-0.37926742444282435,0.4931222283939352,0.9243430799321404,-0.8517512448466105,-0.20881723042001016,0.7387851760414692,0.23594463485674827,-0.3203290560762243,-0.19584210732899884,USA,2014.0
0.7983201002804179,1.24976402458164,-0.29878030357770846,1.251828891819996,-0.005555913399646916,0.7598869343813616,0.4219115114946568,0.06871117809649464,-0.5911437889202752,USA,2015.0
2.2075122943382883,0.1329817212075253,-2.578410923785398,1.934871746467702,0.3858775454092929,0.21117577128456552,1.0795179080399915,-0.5856962672114353,-1.5724193652189375,USA,2016.0
1.8254436520972175,-0.3806148615341758,-2.0029688788261053,1.1450735907425915,-0.21502355736020792,1.9648846061734855,1.1409930250226599,-0.42124199788415995,-1.8127593672465803,USA,2017.0
1.4493125548853898,-0.5535068655213448,-1.3799025054501841,0.5315719385157112,-1.2788575477348771,0.5490504696129341,1.473089141430204,-0.8576593858141651,-1.2435878246516618,USA,2018.0
0.5606918722051482,-2.4789531415915698,-0.7424559944106197,-0.1497117030148209,-2.241949503335852,-0.04516702824620466,1.1490243507526896,-1.8852437880279531,-1.18394437810037,USA,2019.0
0.5179552941832832,0.6617625280279043,0.14202750979060777,0.9428987326762662,0.08173210217888037,-1.3759685543389935,1.3339839365355906,0.6966096195861393,-0.39757815688992554,USA,2020.0
0.6931841833786683,0.8752388900642973,0.3768574045144665,0.89843649284672,0.6108699084240705,0.8675086057476991,1.0875358977164966,-1.525514063386434,-0.10679769444791766,USA,2021.0
0.01130176562710969,0.8580350643226163,1.2740626031583984,0.0248998864993506,0.9692403323086769,0.5475744472374307,0.5690783277014005,-0.6278027923030766,-1.7253840703557632,USA,2022.0
